match_id,date_time,competition_id,partition,odds_type,line,group_id,side,p_raw,quantile_tail_distance,odds,bettable,home_corners,away_corners,won,calibration_key,p_pre_cal,p_model,ev_raw,ev,inv_odds,p_market,p_tail,ev_tail,tail_weight,threshold_ev,threshold_raw,threshold_tail,pnl,cum_pnl,cum_ev
12412025,2024-12-14 15:15:00,795,B,HC,-0.5,12412025|HC|-0.5,home,0.5850256302882796,0.0,2.0,True,2.0,4.0,0.0,HC|home,0.5660751850050426,0.5660746189304238,0.17005126057655917,0.13214923786084753,0.5,0.4764397905759163,0.5660745721455728,0.13214914429114555,5.219494674246761e-07,0.023,0.023,0.023,-1.0,-1.0,0.13214914429114555
12425775,2024-12-14 16:00:00,412,B,OU,8.5,12425775|OU|8.5,over,0.5904602773761385,0.0,2.0,True,3.0,8.0,1.0,OU|over,0.5363466843474106,0.5363466843474106,0.18092055475227697,0.07269336869482124,0.5,0.47368421052631576,0.5363466843474106,0.07269336869482124,0.0,0.03,0.03,0.03,1.0,0.0,0.20484251298596678
12623740,2024-12-14 17:00:00,524,B,OU,9.5,12623740|OU|9.5,under,0.5197892779505022,0.0,2.009,True,3.0,9.0,0.0,OU|under,0.5224844551011704,0.5224844551011704,0.04425665940255885,0.049671270298251136,0.4977600796416128,0.4711766254277442,0.5224844551011704,0.049671270298251136,0.0,0.03,0.03,0.03,-1.0,-1.0,0.2545137832842179
12406214,2024-12-14 17:30:00,364,B,HC,0.5,12406214|HC|0.5,away,0.5658942608836238,0.0,1.94,True,4.0,3.0,0.0,HC|away,0.5274315629329397,0.5274310355019042,0.09783486611423009,0.023216208873694022,0.5154639175257733,0.4921465968586388,0.5274310355019042,0.023216208873694022,0.0,0.023,0.023,0.023,-1.0,-2.0,0.27772999215791194
12412010,2024-12-14 20:00:00,795,B,OU,9.5,12412010|OU|9.5,under,0.5494143204827325,0.0,1.96,True,4.0,3.0,1.0,OU|under,0.5382929089604181,0.5382929089604181,0.07685206814615575,0.05505410156241952,0.5102040816326531,0.4842105263157894,0.5382929089604181,0.05505410156241952,0.0,0.03,0.03,0.03,0.96,-1.04,0.33278409372033146
12623129,2024-12-14 20:00:00,412,B,HC,0.5,12623129|HC|0.5,away,0.6258087330930128,0.0,1.94,True,1.0,4.0,1.0,HC|away,0.6413519618502764,0.6413513204989559,0.2140689422004447,0.24422156176797438,0.5154639175257733,0.4921465968586388,0.6413511571791115,0.24422124492747632,1.0946023719649034e-06,0.023,0.023,0.023,0.94,-0.10000000000000009,0.5770053386478078
12623765,2024-12-15 14:00:00,524,B,OU,8.5,12623765|OU|8.5,under,0.5086575614390253,0.0,2.04,True,1.0,3.0,1.0,OU|under,0.5165443715838401,0.5165443715838401,0.037661425335611565,0.05375051803103381,0.49019607843137253,0.4631578947368421,0.5165443715838401,0.05375051803103381,0.0,0.03,0.03,0.03,1.04,0.94,0.6307558566788416
12450183,2024-12-15 14:00:00,346,B,HC,-0.5,12450183|HC|-0.5,home,0.5693960571974944,0.0,1.91,True,4.0,5.0,0.0,HC|home,0.5563914346390046,0.5563908782481265,0.08754646924721432,0.0627065774539215,0.5235602094240838,0.5,0.5563908688240813,0.06270655945399528,1.6712003014784926e-07,0.023,0.023,0.023,-1.0,-0.06000000000000005,0.6934624161328369
12623946,2024-12-15 14:00:00,524,B,HC,-1.5,12623946|HC|-1.5,home,0.6820421823639808,0.0,1.97,True,5.0,2.0,1.0,HC|home,0.6633517827141819,0.6633511193630627,0.34362309925704215,0.3068017051452334,0.5076142131979695,0.48429319371727747,0.6633508661095695,0.30680120623585183,1.4143662853127736e-06,0.023,0.023,0.023,0.97,0.9099999999999999,1.0002636223686887
12623137,2024-12-15 14:00:00,412,B,OU,9.5,12623137|OU|9.5,under,0.566210447050852,0.0,1.9,True,9.0,4.0,0.0,OU|under,0.5472556232443666,0.5472556232443666,0.07579984939661877,0.03978568416429651,0.5263157894736842,0.5,0.5472556232443666,0.03978568416429651,0.0,0.03,0.03,0.03,-1.0,-0.09000000000000008,1.0400493065329852
12449939,2024-12-15 15:00:00,346,B,OU,9.5,12449939|OU|9.5,over,0.575428234125696,0.0,2.0,True,6.0,5.0,1.0,OU|over,0.5283253165510166,0.5283253165510166,0.15085646825139198,0.05665063310203311,0.5,0.47368421052631576,0.5283253165510166,0.05665063310203311,0.0,0.03,0.03,0.03,1.0,0.9099999999999999,1.0966999396350183
12412029,2024-12-15 15:15:00,795,B,HC,0.5,12412029|HC|0.5,away,0.5936596204534312,0.0,1.8,True,2.0,4.0,1.0,HC|away,0.621433056869123,0.6214324354366876,0.06858731681617636,0.11857838378603769,0.5555555555555556,0.5287958115183247,0.6214323935087197,0.11857830831569549,4.526068212440393e-07,0.023,0.023,0.023,0.8,1.71,1.2152782479507138
12425779,2024-12-15 16:00:00,412,B,HC,-2.5,12425779|HC|-2.5,home,0.8497042154661777,0.0,1.98,True,2.0,1.0,1.0,HC|home,0.8922483462520403,0.8922474540045864,0.6824143466230319,0.7666499589290809,0.5050505050505051,0.48167539267015713,0.8922459085964795,0.7666468990210293,3.7640362129387483e-06,0.023,0.023,0.023,0.98,2.69,1.9819251469717432
12623513,2024-12-15 16:30:00,426,B,HC,-3.5,12623513|HC|-3.5,home,0.9114340077539107,0.0,1.85,True,3.0,9.0,0.0,HC|home,0.9304948098751711,0.9304938793812918,0.6861529143447349,0.7214136768553898,0.5405405405405405,0.5157068062827225,0.9304924139824181,0.7214109658674737,3.5328942695755927e-06,0.023,0.023,0.023,-1.0,1.69,2.703336112839217
12412020,2024-12-15 17:30:00,795,B,HC,-3.5,12412020|HC|-3.5,home,0.9055855372391237,0.0,1.92,True,8.0,6.0,1.0,HC|home,0.9268712221956252,0.9268702953253299,0.7387242314991174,0.7795909670246335,0.5208333333333334,0.4973821989528796,0.92686865031706,0.7795878086087551,3.830160332229937e-06,0.023,0.023,0.023,0.9199999999999999,2.61,3.4829239214479717
12411998,2024-12-15 17:30:00,795,B,HC,-1.5,12411998|HC|-1.5,home,0.7041243771544342,0.0,2.0,True,5.0,5.0,1.0,HC|home,0.6770334399573378,0.6770327629245747,0.4082487543088684,0.3540655258491494,0.5,0.4764397905759163,0.6770324307689366,0.3540648615378732,1.6558687686574203e-06,0.023,0.023,0.023,1.0,3.61,3.836988782985845
12406210,2024-12-15 19:00:00,364,B,OU,11.5,12406210|OU|11.5,under,0.5872662882988657,0.0,1.95,True,8.0,5.0,0.0,OU|under,0.558491397656327,0.558491397656327,0.14516926218278825,0.08905822542983777,0.5128205128205129,0.48684210526315796,0.558491397656327,0.08905822542983777,0.0,0.03,0.03,0.03,-1.0,2.61,3.926047008415683
12406220,2024-12-15 19:00:00,364,B,OU,12.5,12406220|OU|12.5,under,0.629839350117565,0.0,2.0,True,2.0,5.0,1.0,OU|under,0.5812091467591548,0.5812091467591548,0.25967870023512996,0.1624182935183096,0.5,0.47368421052631576,0.5812091467591548,0.1624182935183096,0.0,0.03,0.03,0.03,1.0,3.61,4.088465301933993
12425776,2024-12-15 19:45:00,412,B,HC,-3.5,12425776|HC|-3.5,home,0.8799297676243213,0.0,2.02,True,4.0,3.0,1.0,HC|home,0.9109754541567142,0.9109745431821709,0.777458130601129,0.8401685772279852,0.49504950495049505,0.4712041884816754,0.9109727226687405,0.840164899790856,4.139691115789823e-06,0.023,0.023,0.023,1.02,4.63,4.9286302017248484
12406221,2024-12-16 20:00:00,364,B,HC,-2.5,12406221|HC|-2.5,home,0.7727968720436742,0.0,1.94,True,12.0,6.0,1.0,HC|home,0.7324226799114049,0.7324219474894574,0.49922593176472785,0.42089857812954734,0.5154639175257733,0.4921465968586388,0.7324214675722541,0.42089764709017286,1.997363449968148e-06,0.023,0.023,0.023,0.94,5.57,5.349527848815021
12435886,2024-12-18 20:30:00,795,B,HC,-0.5,12435886|HC|-0.5,home,0.5965770272270838,0.0,1.89,True,4.0,7.0,0.0,HC|home,0.5732321843475483,0.5732316111159372,0.1275305814591885,0.08340774500912129,0.5291005291005292,0.5052356020942408,0.5732315925600789,0.08340770993854907,2.7289628501403485e-07,0.023,0.023,0.023,-1.0,4.57,5.43293555875357
12623258,2024-12-20 19:30:00,426,B,HC,-4.5,12623258|HC|-4.5,home,0.943133837626725,0.0,1.7,True,8.0,1.0,1.0,HC|home,0.9501353488298268,0.9501343986954279,0.6033275239654323,0.6152284777822274,0.5882352941176471,0.556135770234987,0.950133220511882,0.6152264748701994,2.990323977769549e-06,0.023,0.023,0.023,0.7,5.2700000000000005,6.04816203362377
12449967,2024-12-20 20:00:00,346,B,HC,-1.5,12449967|HC|-1.5,home,0.715595098910808,0.0,1.8,True,7.0,3.0,1.0,HC|home,0.6841404546762806,0.6841397705365101,0.2880711780394545,0.2314515869657181,0.5555555555555556,0.5287958115183247,0.6841396106328959,0.23145129913921259,1.0293519956405817e-06,0.023,0.023,0.023,0.8,6.07,6.279613332762983
12449927,2024-12-21 12:30:00,346,B,OU,11.5,12449927|OU|11.5,under,0.6408975073600398,0.0,1.85,True,10.0,2.0,0.0,OU|under,0.7151000572892422,0.7151000572892422,0.1856603886160737,0.3229351059850982,0.5405405405405405,0.513157894736842,0.7151000572892422,0.3229351059850982,0.0,0.03,0.03,0.03,-1.0,5.07,6.602548438748081
12449953,2024-12-21 12:30:00,346,B,OU,10.5,12449953|OU|10.5,under,0.5299639899922285,0.0,2.05,True,6.0,6.0,0.0,OU|under,0.5279138638747704,0.5279138638747704,0.08642617948406839,0.08222342094327906,0.48780487804878053,0.46052631578947373,0.5279138638747704,0.08222342094327906,0.0,0.03,0.03,0.03,-1.0,4.07,6.68477185969136
12409753,2024-12-21 12:30:00,364,B,OU,10.5,12409753|OU|10.5,under,0.4869009385141908,0.0,2.06,True,5.0,4.0,1.0,OU|under,0.5049346475044193,0.5049346475044193,0.0030159333392330012,0.04016537385910368,0.4854368932038835,0.4578947368421053,0.5049346475044193,0.04016537385910368,0.0,0.03,0.03,0.03,1.06,5.130000000000001,6.724937233550464
12449928,2024-12-21 12:30:00,346,B,HC,-0.5,12449928|HC|-0.5,home,0.6250686529797114,0.0,1.85,True,3.0,5.0,0.0,HC|home,0.6280521982133954,0.6280515701618253,0.156377008012466,0.16189540479937703,0.5405405405405405,0.5157068062827225,0.6280514944478941,0.16189526472860405,6.739426793300751e-07,0.023,0.023,0.023,-1.0,4.130000000000001,6.886832498279068
12623283,2024-12-21 14:30:00,426,B,HC,-2.5,12623283|HC|-2.5,home,0.8722116794373276,0.0,1.88,True,9.0,1.0,1.0,HC|home,0.906193491215578,0.906192585022993,0.6397579573421757,0.7036420598432269,0.5319148936170213,0.5078534031413613,0.9061912139047281,0.7036394821408887,3.442087364913249e-06,0.023,0.023,0.023,0.8799999999999999,5.010000000000001,7.590471980419957
12409780,2024-12-21 15:00:00,364,B,OU,10.5,12409780|OU|10.5,under,0.5433292000216595,0.0,2.05,True,8.0,4.0,0.0,OU|under,0.5350457795788424,0.5350457795788424,0.11382486004440184,0.09684384813662672,0.48780487804878053,0.46052631578947373,0.5350457795788424,0.09684384813662672,0.0,0.03,0.03,0.03,-1.0,4.010000000000001,7.687315828556583
12409638,2024-12-21 17:30:00,364,B,HC,2.5,12409638|HC|2.5,away,0.8286821763309602,0.0,1.82,True,3.0,3.0,1.0,HC|away,0.8353287719141399,0.8353279365862032,0.5082015609223476,0.5202968445868899,0.5494505494505494,0.5235602094240838,0.8353271555284414,0.5202954230617634,2.505255334961376e-06,0.023,0.023,0.023,0.8200000000000001,4.830000000000001,8.207611251618346
