evaluation_scope,threshold_1x2,threshold_hc,threshold_ou,bets,total_pnl,roi,win_rate,mean_tail_ev,mean_base_ev,mean_raw_ev,mc_p5,mc_p50,mc_p95,mc_positive_prob,mc_actual_percentile
B,0.04,0.023,0.03,584,276.227,0.47299143835616436,0.7294520547945206,0.41077398421285805,0.4107748570227253,0.4149648529070664,195.7036,240.118,283.61545,1.0,91.61
