strategy,bet_no,date_time,match_id,odds_type,side,odds,won,bankroll_before,full_kelly_fraction,bet_fraction,raw_stake_before_cap,stake,fee,net_pnl,bankroll_after,drawdown,hit_bet_cap
kelly_100,1,2024-12-14 15:15:00,12412025,HC,home,2.0,0.0,100.0,0.17771874546908828,0.17771874546908828,17.771874546908826,17.771874546908826,0.5331562364072647,-18.30503078331609,81.69496921668392,-0.18305030783316084,False
kelly_100,2,2024-12-14 16:00:00,12425775,1X2,away,2.5,1.0,81.69496921668392,0.02103231786901712,0.02103231786901712,1.7182345608648648,1.7182345608648648,0.1,2.4773518412972972,84.17232105798121,-0.1582767894201879,False
kelly_100,3,2024-12-14 16:00:00,12425775,OU,over,2.0,1.0,81.69496921668392,0.07660687649366049,0.07660687649366049,6.2583964169359,6.2583964169359,0.187751892508077,6.0706445244278235,90.24296558240904,-0.09757034417590958,False
kelly_100,4,2024-12-14 17:00:00,12623740,OU,under,2.009,0.0,90.24296558240904,0.04199518101169571,0.04199518101169571,3.789769674665494,3.789769674665494,0.11369309023996481,-3.9034627649054587,86.33950281750359,-0.13660497182496414,False
kelly_100,5,2024-12-14 17:30:00,12406214,HC,away,1.94,0.0,86.33950281750359,0.1090790698363028,0.1090790698363028,9.417832657462137,9.417832657462137,0.2825349797238641,-9.700367637186002,76.63913518031758,-0.2336086481968242,False
kelly_100,6,2024-12-14 20:00:00,12412010,1X2,draw,8.5,0.0,76.63913518031758,0.004285888081305996,0.004285888081305996,0.3284667560309221,0.3284667560309221,0.1,-0.4284667560309221,76.21066842428665,-0.2378933157571335,False
kelly_100,7,2024-12-14 20:00:00,12623129,HC,away,1.94,1.0,76.63913518031758,0.3377390445349032,0.3377390445349032,25.884028289781746,25.884028289781746,0.7765208486934524,23.55446574370139,99.76513416798805,-0.0023486583201194834,False
kelly_100,8,2024-12-14 20:00:00,12412010,OU,under,1.96,1.0,76.63913518031758,0.056103953474504156,0.056103953474504156,4.299758474482772,4.299758474482772,0.12899275423448314,3.9987753812689775,103.76390954925702,0.0,False
kelly_100,9,2024-12-15 11:30:00,12623894,1X2,home,1.84,0.0,103.76390954925702,0.036299161399244446,0.036299161399244446,3.7665429001450828,3.7665429001450828,0.11299628700435248,-3.8795391871494354,99.88437036210759,-0.03738813624122176,False
kelly_100,10,2024-12-15 14:00:00,12623137,OU,under,1.9,0.0,99.88437036210759,0.042566860892186364,0.042566860892186364,4.251764098507456,4.251764098507456,0.1275529229552237,-4.37931702146268,95.5050533406449,-0.0795927624979436,False
kelly_100,11,2024-12-15 14:00:00,12623946,1X2,draw,8.4,0.0,99.88437036210759,0.004261848227735766,0.004261848227735766,0.4256920268062511,0.4256920268062511,0.1,-0.5256920268062512,94.97936131383865,-0.08465899438039505,False
kelly_100,12,2024-12-15 14:00:00,12450183,HC,home,1.91,0.0,99.88437036210759,0.14065070593288753,0.14065070593288753,14.048807203092421,14.048807203092421,0.4214642160927726,-14.470271419185194,80.50908989465347,-0.22411279370275097,False
kelly_100,13,2024-12-15 14:00:00,12623765,OU,under,2.04,1.0,99.88437036210759,0.038768205775661604,0.038768205775661604,3.8723378239705823,3.8723378239705823,0.11617013471911747,3.911061202210288,84.42015109686375,-0.1864208715382947,False
kelly_100,14,2024-12-15 14:00:00,12623946,HC,home,1.97,1.0,99.88437036210759,0.2819309699199643,0.2819309699199643,28.16049741603393,28.16049741603393,0.8448149224810179,26.470867571071896,110.89101866793564,0.0,False
kelly_100,15,2024-12-15 15:00:00,12449939,OU,over,2.0,1.0,110.89101866793564,0.06818154033472967,0.06818154033472967,7.560720462067115,7.560720462067115,0.22682161386201344,7.333898848205101,118.22491751614074,0.0,False
kelly_100,16,2024-12-15 15:00:00,12449939,HC,home,1.83,1.0,110.89101866793564,0.0456258266056823,0.0456258266056823,5.05949438987071,5.05949438987071,0.15178483169612128,4.047595511896569,122.27251302803731,0.0,False
kelly_100,17,2024-12-15 15:15:00,12412029,HC,away,1.8,1.0,122.27251302803731,0.03547696916564674,0.03547696916564674,4.337858174501819,4.337858174501819,0.13013574523505456,3.3401507943664006,125.6126638224037,0.0,False
kelly_100,18,2024-12-15 16:00:00,12425779,HC,home,1.98,1.0,125.6126638224037,0.779133882449458,0.779133882449458,97.86908244876797,97.86908244876797,2.936072473463039,92.97562832632957,218.58829214873327,0.0,False
kelly_100,19,2024-12-15 16:30:00,12623513,HC,home,1.85,0.0,218.58829214873327,0.8577249962884321,0.8577249962884321,187.48864207196698,187.48864207196698,5.6246592621590095,-193.113301334126,25.47499081460728,-0.8834567461770851,False
kelly_100,20,2024-12-15 17:30:00,12412020,HC,home,1.92,1.0,25.47499081460728,0.8555791283491131,0.8555791283491131,21.79587043586336,17.60753210619796,0.5282259631859388,15.670703574516185,41.14569438912346,-0.811766247932772,False
kelly_100,21,2024-12-15 17:30:00,12411998,1X2,draw,8.3,1.0,25.47499081460728,0.0042634643483957435,0.0042634643483957435,0.10861171511378719,0.08774066934388447,0.1,0.5405068862103567,41.68620127533382,-0.8092935313892776,False
kelly_100,22,2024-12-15 17:30:00,12411998,HC,home,2.0,1.0,25.47499081460728,0.33738140890559354,0.33738140890559354,8.594788292889259,6.9431964765222505,0.2082958942956675,6.734900582226583,48.4211018575604,-0.7784826379236569,False
kelly_100,23,2024-12-15 19:00:00,12406210,OU,under,1.95,0.0,48.4211018575604,0.08337512999100222,0.08337512999100222,4.037115661681657,4.037115661681657,0.12111346985044971,-4.1582291315321065,44.26287272602829,-0.7975057479477874,False
kelly_100,24,2024-12-15 19:00:00,12406220,OU,under,2.0,1.0,48.4211018575604,0.28734140613941794,0.28734140613941794,13.913387494571388,13.913387494571388,0.41740162483714166,13.495985869734247,57.75885859576254,-0.7357641709535756,False
kelly_100,25,2024-12-15 19:45:00,12425776,HC,home,2.02,1.0,57.75885859576254,0.8268380297693134,0.8268380297693134,47.75722084304467,47.75722084304467,1.4327166252913401,47.279648634614226,105.03850723037677,-0.5194687409932012,False
kelly_100,26,2024-12-16 20:00:00,12406221,HC,home,1.94,1.0,105.03850723037677,0.5829439843361209,0.5829439843361209,61.23156591359428,61.23156591359428,1.8369469774078284,55.72072498137079,160.75923221174756,-0.26455698687483814,False
kelly_100,27,2024-12-18 20:00:00,12425800,1X2,draw,8.5,0.0,160.75923221174756,0.004141154126120898,0.004141154126120898,0.665728757785706,0.665728757785706,0.1,-0.7657287577857059,159.99350345396186,-0.2680600507867181,False
kelly_100,28,2024-12-18 20:30:00,12435886,HC,home,1.89,0.0,159.99350345396186,0.12056989756669098,0.12056989756669098,19.2904003227802,19.2904003227802,0.578712009683406,-19.869112332463608,140.12439112149826,-0.3589574732293809,False
kelly_100,29,2024-12-20 19:30:00,12623258,HC,home,1.7,1.0,140.12439112149826,0.8692372824825988,0.8692372824825988,121.80134494797994,121.80134494797994,3.654040348439398,81.60690111514656,221.73129223664483,0.0,False
kelly_100,30,2024-12-20 19:30:00,12623258,OU,under,2.05,1.0,140.12439112149826,0.06707890567967623,0.06707890567967623,9.399390815461043,9.399390815461043,0.2819817244638313,9.587378631770262,231.3186708684151,0.0,False
kelly_100,31,2024-12-20 20:00:00,12449967,HC,home,1.8,1.0,231.3186708684151,0.29922651231613945,0.29922651231613945,69.21667911756082,69.21667911756082,2.0765003735268244,53.296842920521826,284.61551378893694,0.0,False
kelly_100,32,2024-12-21 12:30:00,12449953,OU,under,2.05,0.0,284.61551378893694,0.05133716376885709,0.05133716376885709,14.611353242540059,14.611353242540059,0.4383405972762017,-15.04969383981626,269.5658199491207,-0.05287727868192279,False
kelly_100,33,2024-12-21 12:30:00,12409753,OU,under,2.06,1.0,284.61551378893694,0.07185306394696483,0.07185306394696483,20.450496712574736,20.450496712574736,0.6135149013772421,21.06401161395198,290.6298315630727,0.0,False
kelly_100,34,2024-12-21 12:30:00,12449927,OU,under,1.85,0.0,284.61551378893694,0.1643425291133579,0.1643425291133579,46.774433360971685,46.774433360971685,1.4032330008291505,-48.17766636180084,242.4521652012718,-0.1657698595587746,False
kelly_100,35,2024-12-21 12:30:00,12449928,HC,home,1.85,0.0,284.61551378893694,0.1929387887667668,0.1929387887667668,54.9133724946685,54.9133724946685,1.647401174840055,-56.560773669508556,185.89139153176325,-0.360384339997042,False
kelly_100,36,2024-12-21 14:30:00,12623249,HC,home,1.85,0.0,185.89139153176325,0.04271169643007855,0.04271169643007855,7.939736684069546,7.939736684069546,0.23819210052208636,-8.177928784591632,177.7134627471716,-0.3885229819960718,False
kelly_100,37,2024-12-21 14:30:00,12623283,HC,home,1.88,1.0,185.89139153176325,0.7969791706303786,0.7969791706303786,148.15156705031166,148.15156705031166,4.444547011509349,125.92883199276488,303.6422947399365,0.0,False
kelly_100,38,2024-12-21 14:30:00,12623283,1X2,away,3.8,0.0,185.89139153176325,0.011284304348913112,0.011284304348913112,2.097655037887386,2.097655037887386,0.1,-2.1976550378873863,301.44463970204913,-0.007237644675850028,False
kelly_100,39,2024-12-21 15:00:00,12409780,OU,under,2.05,0.0,301.44463970204913,0.10028484350106309,0.10028484350106309,30.230328516754348,30.230328516754348,0.9069098555026304,-31.137238372256977,270.3074013297921,-0.10978343263640215,False
kelly_100,40,2024-12-21 15:15:00,12412057,1X2,away,2.07,1.0,270.3074013297921,0.02903903972030998,0.02903903972030998,7.849467363909604,7.849467363909604,0.23548402091728812,8.163446058465986,278.4708473882581,-0.08289835700667868,False
kelly_100,41,2024-12-21 17:30:00,12623537,OU,over,1.9,0.0,278.4708473882581,0.060700852891205276,0.060700852891205276,16.90341794180393,10.747786933344884,0.3224336080003465,-11.07022054134523,267.40062684691287,-0.11935645501580701,False
kelly_100,42,2024-12-21 17:30:00,12409638,HC,away,1.82,1.0,278.4708473882581,0.6027109117001163,0.6027109117001163,167.83741831128097,106.71692658034195,3.201507797410258,84.30637199847014,351.706998845383,0.0,False
kelly_100,43,2024-12-21 17:30:00,12623537,HC,home,1.75,1.0,278.4708473882581,0.8635151722906297,0.8635151722906297,240.46380176038934,152.89533249433072,4.586859974829921,110.08463939591812,461.79163824130114,0.0,False
