evaluation_scope,threshold_1x2,threshold_hc,threshold_ou,bets,total_pnl,roi,win_rate,mean_tail_ev,mean_base_ev,mean_raw_ev,mc_p5,mc_p50,mc_p95,mc_positive_prob,mc_actual_percentile
ALL,0.04,0.023,0.03,1054,391.085,0.3710483870967742,0.6774193548387096,0.38787833544423245,0.38787912471787556,0.40469173935733777,349.2111,409.6525,469.1036,1.0,31.119999999999997
